大区域,小区域,小区名,该房源建筑时间,小区建造时间,楼栋数量,房屋数量,地铁距离,物业公司,物业费,开发商,房屋类型,房源链接,房源标题,房源户型,房源楼层,房源总楼,电梯,装修,面积,朝向,住宅类型,关注,发布时间,房屋总价,房屋单价,笋度
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101647763.html,碧桂园生态城左岸 3室2厅 170万,3室2厅1厨2卫,低楼层 (共30层),['共30层'],有,精装,113㎡,南 北,普通住宅,0,2018-12-22,170,15045,1.0955362994247433
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101677966.html,碧桂园生态城左右 三房二厅二卫 诚心出售,3室2厅1厨2卫,中楼层 (共32层),['共32层'],有,毛坯,122㎡,南,普通住宅,11,2019-01-03,162,13279,0.9669409451685721
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101696911.html,碧桂园生态城左岸，少有中间楼层大户型，房东诚售,4室2厅1厨2卫,低楼层 (共18层),['共18层'],有,精装,138㎡,南 北,普通住宅,0,2019-01-09,205,14856,1.0817738294618802
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101702590.html,花山碧桂园生态城 大三房 清水毛坯 诚心出售,3室2厅1厨2卫,低楼层 (共32层),['共32层'],有,毛坯,122㎡,南 北,普通住宅,1,2019-01-11,175,14345,1.044564188451176
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101747860.html,碧桂园花山生态新城  标准三房 户型方正,3室2厅1厨1卫,中楼层 (共30层),['共30层'],有,简装,94.54㎡,南 北,普通住宅,30,2019-02-12,130,13751,1.0013107114250346
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104102011618.html,碧桂园生态城左岸 通透户型带储藏间 看房有钥匙,4室2厅1厨2卫,中楼层 (共33层),['共33层'],有,精装,122㎡,南,普通住宅,3,2019-04-10,170,13935,1.0147090948809436
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101378523.html,碧桂园左岸|开发商精装修|两梯两户|看房方便,4室2厅1厨2卫,低楼层 (共18层),['共18层'],有,精装,138㎡,南 北,普通住宅,3,2018-09-29,200,14493,1.055341149057016
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101702709.html,光谷东花山碧桂园大三房 清水毛坯 采光视野 诚心出售,3室1厅1厨2卫,高楼层 (共32层),['共32层'],有,毛坯,122㎡,南 东北,普通住宅,0,2019-01-11,190,15574,1.134056651860482
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101386483.html,碧桂园生态城左岸 三房两卫 通透户型,3室2厅1厨2卫,高楼层 (共32层),['共32层'],有,精装,122㎡,南 北,普通住宅,0,2018-10-03,175,14345,1.044564188451176
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101497790.html,业主诚售 碧桂园生态城左岸 中高层 视野开阔无遮挡,4室2厅1厨1卫,高楼层 (共32层),['共32层'],有,精装,109㎡,东南,普通住宅,11,2018-11-04,150,13762,1.0021117017403336
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101931154.html,碧桂园生态城左岸 朝南三房 中高楼层 开阔视眼 诚售,3室2厅1厨2卫,中楼层 (共32层),['共32层'],有,精装,95㎡,南,普通住宅,9,2019-03-24,135,14211,1.0348066700648073
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101288687.html,品质小区 碧桂园生态城左岸 温馨小户型 带开发商精装,3室2厅1厨1卫,中楼层 (共32层),['共32层'],有,精装,95㎡,南 北,普通住宅,3,2018-09-07,140,14737,1.0731085705963737
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101734898.html,此房业主诚心出售 看房方便  产权清晰  采光好,3室2厅1厨2卫,高楼层 (共32层),['共32层'],有,精装,122.3㎡,南 北,普通住宅,0,2019-01-25,180,14718,1.0717250418699482
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101766440.html,碧桂园生态城左岸 精装三房 中高楼层 视野开阔 有钥匙,3室2厅1厨1卫,中楼层 (共32层),['共32层'],有,精装,105㎡,南,普通住宅,0,2019-02-17,160,15239,1.1096628558945605
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101804709.html,碧桂园生态城左岸 中高楼层 采光通风效果好 宜居,3室2厅1厨1卫,高楼层 (共32层),['共32层'],有,精装,95㎡,南,普通住宅,1,2019-02-25,135,14211,1.0348066700648073
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101959276.html,碧桂园生态城左岸高层 三房两厅一厨一卫  视野开阔,3室2厅1厨1卫,高楼层 (共30层),['共30层'],有,精装,94.54㎡,南,普通住宅,2,2019-03-29,138,14597,1.0629141484016602
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101106453.html,碧桂园生态城左岸 精装四房 通透 小区居住舒适度高,4室2厅1厨2卫,低楼层 (共18层),['共18层'],有,精装,139㎡,南,普通住宅,7,2018-07-13,245,17626,1.2834777543144251
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101270170.html,碧桂园生态城左岸 毛坯三房带储物间 中高楼层带车位,3室2厅1厨2卫,高楼层 (共32层),['共32层'],有,毛坯,122㎡,南 西 北,普通住宅,6,2018-09-03,170,13935,1.0147090948809436
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101293535.html,碧桂园生态城左岸 三房两卫精装修 带车位一起出售,3室2厅1厨2卫,低楼层 (共32层),['共32层'],有,精装,115.9㎡,南,普通住宅,0,2018-09-08,170,14668,1.0680841768004077
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101343631.html,花山碧桂园左岸 精装3房 开发商统一装修 业主置换急售,3室2厅1厨1卫,中楼层 (共32层),['共32层'],暂无数据,精装,95㎡,南,普通住宅,6,2018-09-20,138,14527,1.0578169373043036
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101402597.html,户型方正，两房朝南，中高楼层采光佳,4室2厅1厨2卫,低楼层 (共18层),['共18层'],有,简装,137.88㎡,南 北,普通住宅,1,2018-10-08,200,14506,1.0562877739750964
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101411164.html,碧桂园生态城左岸 精装 中高楼层 品质小区,3室2厅1厨2卫,低楼层 (共32层),['共32层'],有,精装,122㎡,南,普通住宅,9,2018-10-10,191,15656,1.1400276705745285
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101421717.html,精装三房 南北通透 中高楼层 视野开阔 带车位,3室2厅1厨2卫,中楼层 (共32层),['共32层'],有,毛坯,113㎡,南 北,普通住宅,1,2018-10-13,170,15045,1.0955362994247433
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101436191.html,碧桂园生态城左岸 精装三房 3室2厅 诚心出售,3室2厅1厨1卫,低楼层 (共32层),['共32层'],暂无数据,简装,95㎡,南 北,普通住宅,3,2018-10-17,140,14737,1.0731085705963737
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101440014.html,碧桂园生态城左岸 高楼层 视野开阔 诚心出售,3室2厅1厨1卫,高楼层 (共32层),['共32层'],有,简装,104㎡,南 北,普通住宅,4,2018-10-18,148,14231,1.0362630160926236
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101441333.html,碧桂园生态城左岸 中高层 采光好 户型方正,3室2厅1厨1卫,高楼层 (共32层),['共32层'],有,简装,105㎡,南 北,普通住宅,1,2018-10-19,150,14286,1.0402679676691182
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101465890.html,房东诚意出售，碧桂园生态城左岸，中间楼层，视野开阔,4室2厅1厨2卫,中楼层 (共18层),['共18层'],有,精装,138㎡,东南,普通住宅,2,2018-10-26,220,15943,1.1609262360736912
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101467470.html,碧桂园生态城左岸 精装三房 采光好 诚心出售,3室1厅1厨1卫,低楼层 (共32层),['共32层'],有,简装,95㎡,南 北,普通住宅,15,2018-10-26,135,14211,1.0348066700648073
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101497665.html,光谷东，碧桂园生态城左岸 高楼层 明厨明卫,3室2厅1厨2卫,高楼层 (共33层),['共33层'],有,精装,113.14㎡,东南,普通住宅,2,2018-11-04,165,14584,1.0619675234835797
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101518475.html,业主诚心出售 产权清晰  看房方便  户型方正,3室2厅1厨2卫,中楼层 (共32层),['共32层'],有,毛坯,105㎡,南 北,普通住宅,3,2018-11-10,146,13905,1.0125245758392194
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101519811.html,碧桂园生态城左岸 毛坯三房 户型方正 楼栋位置好,3室2厅1厨2卫,中楼层 (共32层),['共32层'],有,毛坯,113㎡,南,普通住宅,0,2018-11-10,170,15045,1.0955362994247433
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101611981.html,光谷东 花山碧桂园生态城左岸 精装小三房 户型方正,3室2厅1厨1卫,低楼层 (共32层),['共32层'],有,精装,95㎡,南 北,普通住宅,12,2018-12-09,135,14211,1.0348066700648073
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101648403.html,碧桂园生态城左岸 精装四房 南北通透 诚心出售,4室2厅1厨2卫,低楼层 (共18层),['共18层'],有,精装,138㎡,南 北,普通住宅,0,2018-12-23,190,13769,1.0026214228500692
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101659392.html,碧桂园生态城左岸 精装小三房 中高楼层 诚心出售,3室2厅1厨1卫,高楼层 (共32层),['共32层'],有,精装,95㎡,南,普通住宅,1,2018-12-26,140,14737,1.0731085705963737
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101771829.html,碧桂园生态城左岸 四室 看房方便 采光无遮挡,4室2厅1厨1卫,高楼层 (共32层),['共32层'],有,精装,109㎡,南 北,普通住宅,1,2019-02-18,165,15138,1.1023083084540888
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101879460.html,碧桂园生态城左岸通透三房视眼开阔无遮挡 全新未住,3室2厅1厨2卫,中楼层 (共32层),['共32层'],有,精装,109㎡,南 北,普通住宅,15,2019-03-13,150,13762,1.0021117017403336
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101965792.html,花山生态新城左岸/二次软装拎包入住/小区环境好,3室2厅1厨1卫,低楼层 (共32层),['共32层'],有,简装,104.55㎡,南 北,普通住宅,19,2019-03-31,148,14156,1.030801718488313
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104102009111.html,碧桂园生态城左岸 4室2厅 220万,4室2厅1厨2卫,高楼层 (共18层),['共18层'],有,其他,138㎡,南 北,普通住宅,0,2019-04-10,220,15943,1.1609262360736912
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104102024482.html,碧桂园生态城左岸 3室2厅 158万,3室2厅1厨2卫,高楼层 (共32层),['共32层'],有,精装,113㎡,南 北,普通住宅,1,2019-04-13,158,13983,1.0182043253477027
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101754156.html,碧桂园生态城左岸精装三房业主诚心出售,3室2厅1厨2卫,中楼层 (共32层),['共32层'],有,精装,122㎡,南 北,普通住宅,9,2019-02-13,165,13525,0.9848540013107114
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101822015.html,碧桂园生态城左岸，户型方正，看房方便,3室2厅1厨2卫,高楼层 (共32层),['共32层'],有,精装,122.3㎡,南,普通住宅,0,2019-03-01,190,15536,1.1312895944076313
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101956370.html,碧桂园生态城左岸 精装三房 中间楼层 视野无遮挡,3室2厅1厨1卫,低楼层 (共32层),['共32层'],有,精装,94.51㎡,南,普通住宅,0,2019-03-29,158,16718,1.2173596446515693
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101966354.html,"精致三房,环境优美，适宜居住，小区环境好适合",3室2厅1厨1卫,低楼层 (共32层),['共32层'],有,精装,97㎡,南,普通住宅,11,2019-03-31,135,13918,1.0134712007573
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104102005807.html,碧桂园生态城左岸 113平三房 东边户通透 楼栋位置好,3室2厅1厨2卫,低楼层 (共32层),['共32层'],有,精装,113㎡,南,普通住宅,0,2019-04-09,165,14602,1.0632782349086143
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104102120039.html,碧桂园生态城左岸 4室2厅 166万,4室2厅1厨1卫,低楼层 (共32层),['共32层'],有,精装,105㎡,南 北,普通住宅,0,2019-05-04,166,15810,1.1512415349887133
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104102180426.html,碧桂园生态城左岸 3室2厅 155万,3室2厅1厨2卫,中楼层 (共30层),['共30层'],有,其他,113㎡,东南,普通住宅,2,2019-05-15,155,13717,0.998834923177747
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104102136743.html,碧桂园生态城左岸 3室2厅 160万,3室2厅1厨2卫,中楼层 (共32层),['共32层'],有,精装,122.31㎡,南,普通住宅,8,2019-05-06,160,13082,0.9525959367945824
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101018771.html,碧桂园生态城左岸 开发商统一精装3房,3室2厅1厨2卫,低楼层 (共32层),['共32层'],有,精装,122㎡,南 北,普通住宅,2,2018-06-03,185,15164,1.1042015582902498
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101674375.html,碧桂园生态城左岸 3室1厅 155万,3室1厅1厨2卫,低楼层 (共32层),['共32层'],有,简装,113.4㎡,南,普通住宅,14,2019-01-01,155,13669,0.9953396927109881
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104102041901.html,碧桂园生态城左岸 4室2厅 185万,4室2厅1厨2卫,低楼层 (共33层),['共33层'],有,精装,122㎡,南,普通住宅,0,2019-04-17,185,15164,1.1042015582902498
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104102085929.html,碧桂园生态城左岸 3室2厅 160万,3室2厅1厨2卫,低楼层 (共32层),['共32层'],有,其他,105㎡,南 北,普通住宅,1,2019-04-26,160,15239,1.1096628558945605
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104102159396.html,业主诚心出售，中高楼层，户型好，采光好，视线好,3室2厅1厨2卫,中楼层 (共32层),['共32层'],有,精装,113㎡,南,普通住宅,2,2019-05-10,160,14160,1.0310929876938761
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104102081560.html,碧桂园精装三房，95平，中间楼层 刚需优选户型,3室2厅1厨1卫,中楼层 (共32层),['共32层'],有,精装,95㎡,南,普通住宅,13,2019-04-25,132,13895,1.0117964028253112
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101551908.html,碧桂园生态城左岸 毛坯三房带储物间 中高楼层,3室2厅1厨2卫,中楼层 (共30层),['共30层'],有,精装,123㎡,南 北,普通住宅,0,2018-11-21,200,16261,1.1840821379159687
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101470409.html,碧桂园生态城左岸 家具小三房  视野无遮挡,3室2厅1厨1卫,中楼层 (共32层),['共32层'],有,精装,94㎡,南,普通住宅,4,2018-10-27,145,15426,1.123279691254642
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101835080.html,碧桂园精装三房122.3平170万诚意出售,3室2厅1厨2卫,低楼层 (共32层),['共32层'],有,精装,122.3㎡,南 北,普通住宅,3,2019-03-03,170,13901,1.0122333066336562
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101205736.html,左岸精装，三房朝南，新房空置随时入住,3室2厅1厨1卫,低楼层 (共32层),['共32层'],有,精装,105㎡,南,普通住宅,0,2018-08-16,160,15239,1.1096628558945605
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101270207.html,碧桂园生态城左岸 带车位的价格 楼层好 两房朝南 诚售,3室2厅1厨1卫,高楼层 (共32层),['共32层'],暂无数据,精装,95㎡,南 北,普通住宅,1,2018-09-03,142,14948,1.0884730211898348
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101489729.html,碧桂园生态城左岸 精装修采光足 诚心出售,3室2厅1厨2卫,低楼层 (共32层),['共32层'],有,精装,122㎡,南 北,普通住宅,0,2018-11-01,185,15164,1.1042015582902498
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101546045.html,碧桂园生态城左岸 4室2厅 155万,4室2厅1厨1卫,低楼层 (共32层),['共32层'],有,精装,105.53㎡,南,普通住宅,0,2018-11-19,155,14688,1.069540522828224
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101656064.html,业主诚心出售，中高楼层，户型好，采光好，视线好,3室2厅1厨1卫,中楼层 (共32层),['共32层'],有,精装,105㎡,南,普通住宅,0,2018-12-25,160,15239,1.1096628558945605
东湖高新,光谷东,碧桂园生态城左岸,2016,2016,15栋,3026户,暂无地铁,武汉碧桂园物业管理有限公司,1.98元/平米/月,武汉生态城碧桂园投资有限公司,塔楼/板楼,https://wh.lianjia.com/ershoufang/104101666499.html,碧桂园左岸 电梯小高层 环境优美 高楼层 无遮挡 诚售,3室2厅1厨1卫,低楼层 (共30层),['共30层'],有,精装,95㎡,南 北,普通住宅,0,2018-12-29,140,14737,1.0731085705963737
